,LSAT,UGPA,region_first,sander_index,first_pf,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White,female,male,ZFYA,Knowledge,Init_class,Fair_pred,Fair_pred_class,full_pred,full_pred_class,unaware_pred,unaware_pred_class
959,40,3.2,GL,0.804761904762,1.0,0,0,0,0,0,0,0,1,1,0,0.08,0.32413675022843413,1.0,0.035705127573806145,1.0,0.2620834191215744,1.0,0.2325977037776794,1.0
20972,37,3.1,FW,0.757738095238,1.0,0,0,0,0,0,0,0,1,0,1,0.65,-0.29514435269138195,1.0,0.1560858355329767,1.0,0.17392296935327822,1.0,0.07431211103369506,1.0
1148,39,3.3,Mt,0.801785714286,1.0,0,0,0,0,0,0,0,1,0,1,0.58,-0.3211960574643494,1.0,0.1611499698159813,1.0,0.2822507725422163,1.0,0.21771438272281474,1.0
2954,48,3.8,MS,0.961904761905,1.0,0,0,0,0,0,0,0,1,1,0,1.43,-0.6792958038991089,1.0,0.2307602014096255,1.0,0.6500300303784745,1.0,0.7493889757444627,1.0
2051,38,3.6,GL,0.817857142857,1.0,0,0,0,0,0,0,0,1,1,0,0.68,-1.009771431900205,1.0,0.2950006406454639,1.0,0.2898494204291917,1.0,0.25964887645764634,1.0
19330,39,4.1,GL,0.877976190476,1.0,0,0,0,0,0,0,0,1,1,0,-0.25,-1.4143829347192203,-1.0,0.3736521914971352,1.0,0.43474252502136457,1.0,0.44498564188159717,1.0
2054,35,2.7,NE,0.694642857143,1.0,0,0,0,0,0,0,0,1,0,1,0.52,1.2057661527436667,1.0,-0.13567289628646012,-1.0,0.020230564665488338,1.0,-0.12590797544512045,-1.0
6685,35,2.8,GL,0.704166666667,1.0,0,0,0,0,0,0,0,1,0,1,0.63,0.8368054203268381,1.0,-0.0639514212276243,-1.0,0.042912865414914236,1.0,-0.09749906805027253,-1.0
18112,39,3.2,SE,0.792261904762,1.0,0,0,0,0,0,0,0,1,1,0,-0.29,0.35285167153347996,-1.0,0.03012329641604053,1.0,0.23060181827653103,1.0,0.18930547532796727,1.0
6835,38,3.6,MW,0.817857142857,1.0,0,0,0,0,0,0,0,1,1,0,0.86,-0.41789673705475805,1.0,0.17994740480041926,1.0,0.2898494204291917,1.0,0.25964887645764634,1.0
15977,35,3.1,MW,0.732738095238,1.0,0,0,0,0,0,0,0,1,1,0,0.55,0.7038001722773493,1.0,-0.038096820066710654,-1.0,0.08199311414693256,1.0,-0.012272345865729228,-1.0
7613,32,3.3,FW,0.714285714286,1.0,0,0,0,0,0,0,0,1,1,0,0.17,0.4805586176418486,1.0,0.005298620656768088,1.0,0.03291291311065514,1.0,-0.08533121642517028,-1.0
13312,31,3.7,GL,0.739880952381,1.0,0,0,1,0,0,0,0,0,1,0,-0.52,-1.7521311762652365,-1.0,0.439306338277291,1.0,-0.5829983437109032,-1.0,-0.014987815295491203,-1.0
10035,26,3.0,GL,0.610714285714,1.0,0,0,0,0,0,0,0,1,1,0,-0.08,1.074920902230388,-1.0,-0.11023817235314647,-1.0,-0.22402359420788143,-1.0,-0.4303113093079862,-1.0
8349,33,3.2,GL,0.717261904762,1.0,0,0,0,0,0,0,0,1,0,1,-0.07,-0.0007866822918293234,-1.0,0.09886628759450454,1.0,0.07067886672253199,1.0,-0.0704478953703056,-1.0
19032,36,3.4,NE,0.78005952381,0.0,0,1,0,0,0,0,0,0,1,0,-0.74,-0.44753666422770627,-1.0,0.18570904583889897,1.0,-0.28545017356025304,-1.0,0.11624660476852622,1.0
20275,41,3.4,NE,0.84255952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.52,-0.5856435429964933,-1.0,0.2125553419099912,1.0,0.3678962749817285,1.0,0.33270774701708694,1.0
20045,37,2.7,GL,0.719642857143,1.0,0,0,0,0,0,0,0,1,0,1,0.06,0.8069225972983121,1.0,-0.05814256419156784,-1.0,0.08319376635557463,1.0,-0.03932351854569616,-1.0
15453,34,3.3,MS,0.739285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.61,-0.5814214557687019,1.0,0.2117346195479644,1.0,0.12484276831700081,1.0,0.0012532404742540137,1.0
16571,39,3.9,MS,0.858928571429,1.0,0,0,0,0,0,0,0,1,0,1,0.4,-1.6507844294375982,1.0,0.4196057643780587,1.0,0.41834457703877215,1.0,0.3881678270919018,1.0
21125,37,3.7,FW,0.814880952381,1.0,0,0,0,0,0,0,0,1,0,1,-1.35,-0.7657514080878208,-1.0,0.24756611844827686,1.0,0.3100167738498336,1.0,0.24476555540278166,1.0
5921,35,3.2,NG,0.742261904762,1.0,0,0,0,0,0,0,0,1,1,0,-0.06,0.21093139696337335,-1.0,0.05771087021081428,1.0,0.1046754148963589,1.0,0.016136561529118687,1.0
9239,39,3.2,FW,0.792261904762,1.0,0,0,0,0,0,0,0,1,0,1,0.74,-0.1133522827231599,1.0,0.12074767006828434,1.0,0.2595684717927904,1.0,0.18930547532796727,1.0
8465,38,3.1,FW,0.770238095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.36,0.5672907249328806,-1.0,-0.01156104521912904,-1.0,0.20540457019832115,1.0,0.1176043394834072,1.0
8866,27,3.3,MS,0.651785714286,1.0,0,0,0,0,0,0,0,1,0,1,-1.38,-0.03719203337391088,-1.0,0.1059430446860746,1.0,-0.09552843759830099,-1.0,-0.301792358673731,-1.0
10436,32,3.0,NE,0.685714285714,1.0,0,0,1,0,0,0,0,0,1,0,-0.55,-0.11680678131038034,-1.0,0.12141918254236575,1.0,-0.7102928481118418,-1.0,-0.17055793860971358,-1.0
16797,23,2.5,SE,0.525595238095,0.0,0,0,1,0,0,0,0,0,1,0,-1.27,0.994540141510892,-1.0,-0.0946131309364338,-1.0,-1.1070387594643596,-1.0,-0.7022325316313616,-1.0
3608,30,2.2,SE,0.584523809524,1.0,0,0,0,0,0,0,0,1,1,0,-0.43,2.4967606537809974,-1.0,-0.38662651213802024,-1.0,-0.2795555968231165,-1.0,-0.48441365466791986,-1.0
12094,37,3.7,GL,0.814880952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.41,-1.68955552224825,-1.0,0.4271423928637195,1.0,0.3100167738498336,1.0,0.24476555540278166,1.0
6725,34,3.6,GL,0.767857142857,1.0,0,0,0,1,0,0,0,0,0,1,1.05,-1.3632845194411884,1.0,0.36371928158310923,1.0,-0.1921244259895536,-1.0,0.08647996265879776,1.0
13728,44,2.4,FW,0.778571428571,1.0,0,0,0,0,0,0,0,1,0,1,-0.48,2.045261850226294,-1.0,-0.2988606407778681,-1.0,0.23551807002259828,1.0,0.17849535841774555,1.0
13674,39,3.6,FW,0.830357142857,1.0,0,0,0,0,0,0,0,1,1,0,-0.41,-0.48328845298206197,-1.0,0.19265875836970953,1.0,0.32133102127423463,1.0,0.3029411049073585,1.0
20633,36,2.7,MS,0.715892857143,1.0,0,0,0,0,0,0,0,1,0,1,-1.14,1.077924840575074,-1.0,-0.11082210140070504,-1.0,0.051712165510531705,1.0,-0.0826157469954083,-1.0
18938,39,3.7,Mt,0.839880952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.4,-0.6486534234421917,-1.0,0.22480369565550823,1.0,0.34401332202366053,1.0,0.33135001230220595,1.0
8157,45,3.7,FW,0.914880952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.24,-0.7029129308924753,-1.0,0.23535108340815336,1.0,0.5618695806101788,1.0,0.5911033830004788,1.0
13463,40,3.4,MW,0.82380952381,1.0,0,0,0,0,0,0,0,1,0,1,1.17,-0.5317548007293691,1.0,0.20208002639566386,1.0,0.33641467413668513,1.0,0.2894155185673748,1.0
16972,36,3.5,SC,0.783333333333,1.0,0,0,0,0,0,0,0,1,0,1,0.22,-0.8928647083520752,1.0,0.2722753966818464,1.0,0.2331705715059389,1.0,0.14465551216337413,1.0
5925,45,3.6,NG,0.905357142857,1.0,0,0,0,0,0,0,0,1,1,0,0.51,-0.2140688623385917,1.0,0.14032574713242768,1.0,0.5102206263444935,1.0,0.5626944756056309,1.0
13846,41,2.8,FW,0.779166666667,1.0,0,0,0,0,0,0,0,1,0,1,0.25,0.7827229816824652,1.0,-0.05343845349540692,-1.0,0.23180247048517266,1.0,0.1622543026479999,1.0
11491,31,2.8,NE,0.660416666667,1.0,0,0,0,0,0,0,0,1,0,1,-0.31,0.8392011852305462,-1.0,-0.06441712876149273,-1.0,-0.08301353796525834,-1.0,-0.2706679818491211,-1.0
9409,42,2.8,GL,0.791666666667,1.0,0,0,0,0,0,0,0,1,1,0,1.27,1.0393589220350523,1.0,-0.10332535629568827,-1.0,0.23431741781395665,1.0,0.20554653109771204,1.0
8586,41,2.8,NE,0.779166666667,1.0,0,0,0,0,0,0,0,1,1,0,-0.42,1.1737953012098075,-1.0,-0.12945815192633414,-1.0,0.20283581696891329,1.0,0.1622543026479999,1.0
2394,39,3.7,NG,0.839880952381,1.0,0,0,0,0,0,0,0,1,1,0,0.74,-0.8176539794561256,1.0,0.2576553465173383,1.0,0.34401332202366053,1.0,0.33135001230220595,1.0
9708,41,3.3,NE,0.826785714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.06,-0.23915297465288807,-1.0,0.1452017932198752,1.0,0.3162473207160432,1.0,0.304298839622239,1.0
12083,35,3.2,GL,0.742261904762,1.0,0,0,0,0,0,0,0,1,0,1,0.51,-0.06465198805713879,1.0,0.11128092560914504,1.0,0.13364206841261828,1.0,0.016136561529118687,1.0
15993,37,2.9,MW,0.73869047619,1.0,0,0,0,0,0,0,0,1,1,0,1.18,0.7775673909661848,1.0,-0.05243626941866476,-1.0,0.09959171433816705,1.0,0.017494296243999674,1.0
21558,45,3.5,FW,0.895833333333,1.0,0,0,0,0,0,0,0,1,0,1,-1.5,-0.6068247299152495,-1.0,0.2166727068104757,1.0,0.516504979111327,1.0,0.534285568210783,1.0
10586,35,3.5,NG,0.770833333333,1.0,0,0,0,0,0,0,0,1,1,0,1.11,-0.12836617135597284,1.0,0.12366618725590178,1.0,0.1727223171446366,1.0,0.10136328371366199,1.0
18670,48,3.4,SE,0.92380952381,1.0,0,0,0,0,0,0,0,1,0,1,2.72,-0.6600029788409998,1.0,0.22700991106800605,1.0,0.5882674808970303,1.0,0.6357533461650715,1.0
15301,29,3.4,SC,0.68630952381,1.0,0,0,1,0,0,0,0,0,1,0,1.38,-0.7808340353809133,1.0,0.25049799759470365,1.0,-0.7140084476492674,-1.0,-0.1867989943794588,-1.0
15016,42,3.1,NG,0.820238095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.43,0.046446898337418,-1.0,0.08968465448994721,1.0,0.3313309735784937,1.0,0.2907732532822558,1.0
7275,35,2.7,FW,0.694642857143,0.0,0,0,0,0,0,0,0,1,0,1,-0.38,1.1311830750489493,-1.0,-0.12117485387513464,-1.0,0.020230564665488338,1.0,-0.12590797544512045,-1.0
13175,41,3.7,NE,0.864880952381,1.0,0,0,0,0,0,0,0,1,0,1,0.47,-0.8866863595504597,1.0,0.2710744008832495,1.0,0.4359431772300062,1.0,0.41793446920163024,1.0
8639,33,3.7,NE,0.764880952381,1.0,0,0,0,0,0,0,0,1,1,0,1.12,-0.8901118721905052,1.0,0.2717402788420432,1.0,0.1551237169534021,1.0,0.07159664160393309,1.0
19745,40,3.1,Mt,0.795238095238,1.0,0,0,0,0,0,0,0,1,1,0,0.65,0.3657791226783924,1.0,0.027610357278070985,1.0,0.23940111837214806,1.0,0.2041887963828315,1.0
18569,33,3.4,GL,0.73630952381,1.0,0,0,0,0,0,0,0,1,1,0,-1.4,-0.26393340453317576,-1.0,0.15001880713884805,1.0,0.0870768147051244,1.0,-0.013630080580610215,-1.0
3537,33,2.9,NE,0.69494047619,1.0,0,1,0,0,0,0,0,0,1,0,-0.58,0.6077971473538508,-1.0,-0.019435000657037807,-1.0,-0.4933064798425122,-1.0,-0.1556746175548489,-1.0
20056,46,3.7,GL,0.927380952381,1.0,0,0,0,0,0,0,0,1,1,0,1.58,-0.8899801462349294,1.0,0.2717146729197665,1.0,0.5643845279389623,1.0,0.634395611450191,1.0
15835,43,3.3,MS,0.851785714286,1.0,0,0,0,0,0,0,0,1,0,1,0.16,-0.3812219139222179,1.0,0.17281826562249705,1.0,0.4081771759223889,1.0,0.3908832965216633,1.0
2746,29,2.8,Mt,0.629166666667,0.0,1,0,0,0,0,0,0,0,1,0,-1.65,0.47580500693231437,-1.0,0.006222664713462195,1.0,-0.7452655682289859,-1.0,-0.3572524387485454,-1.0
16778,33,2.5,GL,0.650595238095,1.0,0,0,0,0,0,0,0,1,1,0,-1.27,2.117763788208988,-1.0,-0.3129541349626869,-1.0,-0.11706389203970913,-1.0,-0.2693102471342401,-1.0
102,40,3.7,NE,0.852380952381,1.0,0,0,0,0,0,0,0,1,1,0,0.21,-0.6153047620290552,1.0,0.21832112182679603,1.0,0.3754949228687039,1.0,0.3746422407519181,1.0
14403,36,3.5,NE,0.783333333333,1.0,0,0,0,0,0,0,0,1,1,0,0.2,-0.30177207377452475,1.0,0.15737418383293758,1.0,0.20420391798967952,1.0,0.14465551216337413,1.0
1661,39,2.8,FW,0.754166666667,1.0,0,0,0,0,0,0,0,1,1,0,1.36,1.43411607818783,1.0,-0.18006134211144342,-1.0,0.139872615278827,1.0,0.07566984574857605,1.0
18375,37,3.2,SE,0.767261904762,1.0,0,0,0,0,0,0,0,1,0,1,1.38,0.41583088744208496,1.0,0.017880903483257993,1.0,0.19660527010270412,1.0,0.10272101842854298,1.0
18095,43,3.7,NE,0.889880952381,1.0,0,1,0,0,0,0,0,0,0,1,-0.32,-1.3372496790483703,-1.0,0.35865842553031724,1.0,0.031934588119585605,1.0,0.5045189261010545,1.0
13010,38,3.3,MW,0.789285714286,1.0,0,0,0,0,0,0,0,1,0,1,-1.02,0.2523188427452034,-1.0,0.04966565455616579,1.0,0.2507691716971734,1.0,0.1744221542731026,1.0
16658,31,2.9,MS,0.66369047619,1.0,0,0,0,0,0,0,0,1,0,1,-0.56,0.9951904713881011,-1.0,-0.09473954714816112,-1.0,-0.060331237215832445,-1.0,-0.2422590744542732,-1.0
10149,35,3.2,GL,0.742261904762,1.0,0,0,0,0,0,0,0,1,0,1,1.3,0.1726385624979732,1.0,0.0651545310959504,1.0,0.13364206841261828,1.0,0.016136561529118687,1.0
5863,42,3.0,NG,0.810714285714,1.0,0,0,0,0,0,0,0,1,0,1,0.57,0.2825724547758137,1.0,0.0437847206516825,1.0,0.3086486728290678,1.0,0.26236434588740787,1.0
18690,38,3.5,NE,0.808333333333,1.0,0,0,1,0,0,0,0,0,0,1,-1.3,-1.5320420401697148,-1.0,0.3965236893439008,1.0,-0.37902508577819405,-1.0,0.23123996906279842,1.0
8764,34,3.5,NE,0.758333333333,1.0,0,0,0,0,0,0,0,1,0,1,-0.15,-0.800378493812005,-1.0,0.25429720240092235,1.0,0.1702073698158526,1.0,0.058071055263949845,1.0
1694,40,3.6,GL,0.842857142857,1.0,0,0,0,0,0,0,0,1,0,1,-0.76,-0.8844946001730833,-1.0,0.2706483495403606,1.0,0.3817792756355374,1.0,0.3462333333570706,1.0
6053,36,3.1,NG,0.745238095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.34,0.8808893285049408,-1.0,-0.07252079634833454,-1.0,0.1424413685082353,1.0,0.031019882583982916,1.0
20197,40,3.3,SE,0.814285714286,1.0,0,0,0,0,0,0,0,1,0,1,1.03,-0.3502050105778498,1.0,0.16678895717808995,1.0,0.31373237338725923,1.0,0.2610066111725269,1.0
11339,42,3.0,GL,0.810714285714,1.0,0,0,0,0,0,0,0,1,0,1,-0.79,0.7499678295341554,-1.0,-0.04707125064304664,-1.0,0.3086486728290678,1.0,0.26236434588740787,1.0
20192,40,3.5,SE,0.833333333333,1.0,0,0,0,0,0,0,0,1,1,0,1.33,-0.3484564295628361,1.0,0.16644905431407736,1.0,0.3301303213698521,1.0,0.3178244259622227,1.0
9787,38,3.2,NE,0.779761904762,1.0,0,0,0,0,0,0,0,1,0,1,-1.85,0.1028068567223441,-1.0,0.07872896464419188,1.0,0.2280868709477475,1.0,0.14601324687825512,1.0
17951,40,2.9,MW,0.77619047619,1.0,0,0,0,0,0,0,0,1,0,1,-0.41,0.9101402695496117,-1.0,-0.07820682321856727,-1.0,0.22300317038955564,1.0,0.1473709815931361,1.0
268,32,2.8,MS,0.666666666667,0.0,0,0,0,0,0,1,0,0,0,1,-1.13,1.0320626739380057,-1.0,-0.10190705448213859,-1.0,-0.22364631923996026,-1.0,-0.22737575339940896,-1.0
518,37,3.0,MS,0.748214285714,1.0,0,0,0,0,0,0,0,1,0,1,1.72,0.48625286706348964,1.0,0.004191727884743687,1.0,0.15124066860385232,1.0,0.045903203638847145,1.0
12461,40,2.4,GL,0.728571428571,1.0,0,0,0,0,0,0,0,1,0,1,-0.44,1.3815275843861317,-1.0,-0.1698387790709972,-1.0,0.10959166664242614,1.0,0.005326444618896975,1.0
17106,44,3.6,FW,0.892857142857,1.0,0,0,0,0,0,0,0,1,0,1,1.57,-0.9174337247350526,1.0,0.27705131439045805,1.0,0.5077056790157095,1.0,0.5194022471559188,1.0
8950,33,3.2,SE,0.717261904762,1.0,0,0,0,0,0,0,0,1,1,0,-1.5,0.2974380081122907,-1.0,0.040895038040001684,1.0,0.04171221320627261,1.0,-0.0704478953703056,-1.0
13715,41,3.1,FW,0.807738095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.2,0.4566026581445524,-1.0,0.009955367569484924,1.0,0.2998493727334508,1.0,0.24748102483254364,1.0
21211,46,3.5,FW,0.908333333333,1.0,0,0,0,0,0,0,0,1,1,0,1.28,-0.7256115932430014,1.0,0.23976342706049358,1.0,0.5190199264401105,1.0,0.5775777966604951,1.0
2358,41,3.7,NG,0.864880952381,1.0,0,0,0,0,0,0,0,1,1,0,0.74,-0.6490847709368295,1.0,0.22488754435771485,1.0,0.4069765237137468,1.0,0.41793446920163024,1.0
20462,31,2.7,GL,0.644642857143,1.0,0,0,0,0,0,0,0,1,1,0,-0.11,1.385497540621477,-1.0,-0.17061049023725838,-1.0,-0.13466249223094362,-1.0,-0.299076889243969,-1.0
937,31,3.4,SC,0.71130952381,1.0,0,1,0,0,0,0,0,0,1,0,-0.53,-0.46733810713645846,-1.0,0.1895582052993279,1.0,-0.44285817778546877,-1.0,-0.1002145374800345,-1.0
8688,33,3.4,MW,0.73630952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.29,-0.4784773243884426,-1.0,0.1917235335365089,1.0,0.11604346822138378,1.0,-0.013630080580610215,-1.0
17387,32,2.7,MW,0.657142857143,1.0,0,0,0,0,0,0,0,1,0,1,0.19,0.783749526371976,1.0,-0.05363800128701947,-1.0,-0.07421423786964088,-1.0,-0.2557846607942569,-1.0
18661,44,3.6,NE,0.892857142857,1.0,0,0,0,0,0,0,0,1,0,1,0.14,-0.6542789352529426,1.0,0.22589722667271184,1.0,0.5077056790157095,1.0,0.5194022471559188,1.0
15122,37,2.7,NG,0.719642857143,1.0,0,0,0,0,0,0,0,1,0,1,2.22,0.678724545646374,1.0,-0.03322242349280537,-1.0,0.08319376635557463,1.0,-0.03932351854569616,-1.0
5910,40,3.1,SE,0.795238095238,1.0,0,0,0,0,0,0,0,1,0,1,0.34,0.24780860017920614,1.0,0.050542390808252964,1.0,0.26836777188840744,1.0,0.2041887963828315,1.0
7477,34,3.3,GL,0.739285714286,0.0,0,0,0,0,0,0,0,1,1,0,0.39,0.04316792934522104,1.0,0.0903220461474607,1.0,0.09587611480074143,1.0,0.0012532404742540137,1.0
2134,31,2.6,SC,0.641369047619,1.0,0,0,1,0,0,0,0,0,1,0,-1.19,0.9923012395228114,-1.0,-0.09417791564388638,-1.0,-0.8325036519545888,-1.0,-0.3274857966388165,-1.0
4965,30,3.3,FW,0.689285714286,0.0,0,0,0,0,0,0,0,1,0,1,-1.06,0.12752335073682516,-1.0,0.07392437907924677,1.0,-0.0010836350631717728,-1.0,-0.17191567332459456,-1.0
9886,38,2.6,MS,0.722619047619,0.0,0,0,0,0,0,0,0,1,0,1,-1.47,1.3100051832196908,-1.0,-0.15593569491945192,-1.0,0.09199306645119165,1.0,-0.024440197490831483,-1.0
21342,35,2.9,SE,0.71369047619,1.0,0,0,0,0,0,0,0,1,0,1,-1.01,0.6395805877609342,-1.0,-0.02561331457545589,-1.0,0.06559516616434014,1.0,-0.06909016065542462,-1.0
2774,46,3.0,Mt,0.860714285714,1.0,0,0,0,0,0,0,0,1,0,1,0.49,0.6743385919307999,1.0,-0.03236984748028442,-1.0,0.4345750762092404,1.0,0.43553325968625645,1.0
20159,48,3.3,SC,0.914285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.06,-0.65992367028068,1.0,0.22699449444929526,1.0,0.5655851801476044,1.0,0.6073444387702236,1.0
12385,34,3.3,Mt,0.739285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.63,-0.03637226612211013,1.0,0.1057836919112713,1.0,0.12484276831700081,1.0,0.0012532404742540137,1.0
3119,33,2.9,MW,0.68869047619,1.0,0,0,0,0,0,0,0,1,0,1,0.65,0.7251728969736773,1.0,-0.04225141757958446,-1.0,0.002631964474253845,1.0,-0.1556746175548489,-1.0
16289,41,3.4,SE,0.83630952381,1.0,0,0,0,0,0,0,0,1,1,0,0.24,-0.07971756396681774,1.0,0.11420949017420105,1.0,0.3389296214654691,1.0,0.33270774701708694,1.0
18866,35,3.4,MS,0.76130952381,1.0,0,0,0,0,0,0,0,1,1,0,0.77,0.14279631436981133,1.0,0.07095550086529036,1.0,0.1500400163952107,1.0,0.07295437631881407,1.0
1210,40,2.9,Mt,0.77619047619,1.0,0,0,0,0,0,0,0,1,0,1,-0.28,0.8805985662557451,-1.0,-0.07246427570651139,-1.0,0.22300317038955564,1.0,0.1473709815931361,1.0
10104,33,3.0,GL,0.698214285714,1.0,0,0,0,0,0,0,0,1,0,1,-1.42,0.7562414983739064,-1.0,-0.04829077549673556,-1.0,0.025314265223679744,1.0,-0.12726571016000143,-1.0
10494,43,3.4,NE,0.86130952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.86,-0.19888634101036134,-1.0,0.13737444980157046,1.0,0.4308594766718148,1.0,0.41929220391651123,1.0
1085,38,2.2,NW,0.684523809524,1.0,1,0,0,0,0,0,0,0,0,1,0.57,1.3957711115705278,1.0,-0.17260754737057715,-1.0,-0.5690583116038943,-1.0,-0.1380758270702227,-1.0
21619,34,3.3,MS,0.739285714286,1.0,0,0,0,0,0,0,0,1,0,1,1.22,0.17420773305830223,1.0,0.06484950344038257,1.0,0.12484276831700081,1.0,0.0012532404742540137,1.0
10662,24,2.6,SC,0.547619047619,1.0,0,0,0,0,0,0,0,1,0,1,0.17,1.4061263956031058,1.0,-0.17462048853264817,-1.0,-0.34874934537941193,-1.0,-0.6305313957868017,-1.0
8460,35,3.3,FW,0.751785714286,1.0,0,0,0,0,0,1,0,0,0,1,-0.05,-0.013922716027029073,-1.0,0.10141977264897041,1.0,-0.01579001295770066,-1.0,0.04454546892396616,1.0
16550,28,2.5,NE,0.588095238095,0.0,0,0,0,0,0,0,0,1,0,1,0.61,1.8327932366897555,1.0,-0.2575593286660668,-1.0,-0.2455052427486657,-1.0,-0.48577138938280084,-1.0
12200,43,3.9,SC,0.908928571429,1.0,0,0,0,0,0,0,0,1,1,0,1.36,-1.0960645440351937,1.0,0.3117749712068714,1.0,0.5153043269026854,1.0,0.5613367408907499,1.0
9380,40,3.0,GL,0.785714285714,1.0,0,0,0,0,0,0,0,1,1,0,1.15,0.4591405311740315,1.0,0.00946203594583496,1.0,0.21671881762272216,1.0,0.17577988898798358,1.0
9313,27,2.8,GL,0.604166666667,1.0,0,0,1,0,0,0,0,0,0,1,-0.77,-0.09180905739081549,-1.0,0.11655992930725656,1.0,-0.8840988003196499,-1.0,-0.4438368956479697,-1.0
21444,40,3.9,NG,0.871428571429,1.0,0,0,0,0,0,0,0,1,1,0,0.44,-1.1401170159767362,1.0,0.3203382355058646,1.0,0.4208595243675557,1.0,0.43146005554161393,1.0
14857,41,3.8,MS,0.874404761905,1.0,0,0,0,0,0,0,0,1,0,1,-2.09,-1.1836680500532017,-1.0,0.328804026387841,1.0,0.4586254779794321,1.0,0.4463433765964777,1.0
3379,25,3.0,Mt,0.598214285714,0.0,0,0,0,0,0,0,0,1,0,1,-1.48,0.7761083866506273,-1.0,-0.052152656740037565,-1.0,-0.22653854153666497,-1.0,-0.47360353775769837,-1.0
5554,35,3.1,SC,0.732738095238,1.0,0,0,0,0,0,0,0,1,1,0,0.14,0.49231623203126823,1.0,0.0030130835437576775,1.0,0.08199311414693256,1.0,-0.012272345865729228,-1.0
1318,39,3.8,Mt,0.849404761905,1.0,0,0,0,0,0,0,0,1,0,1,-0.31,-1.2212426077296694,-1.0,0.3361080630087219,1.0,0.3956622762893458,1.0,0.35975891969705387,1.0
1769,34,3.5,MS,0.758333333333,1.0,0,0,0,0,0,0,0,1,1,0,-0.93,-0.5439793262353909,-1.0,0.20445632534607827,1.0,0.14124071629959323,1.0,0.058071055263949845,1.0
6206,36,3.3,MS,0.764285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.83,-0.3558828175657897,1.0,0.16789265374115497,1.0,0.1878059700070871,1.0,0.0878376973736783,1.0
21749,38,4.0,SC,0.855952380952,1.0,0,0,0,0,0,0,0,1,1,0,1.71,-1.2389505864365478,1.0,0.3395502785118421,1.0,0.3805786234268953,1.0,0.37328450603703756,1.0
9092,33,3.7,SE,0.764880952381,1.0,0,0,0,0,0,0,0,1,1,0,1.19,-0.8586381026574376,1.0,0.2656221611719405,1.0,0.1551237169534021,1.0,0.07159664160393309,1.0
18802,47,3.2,SC,0.892261904762,1.0,0,0,0,0,0,0,0,1,1,0,2.23,0.11014106586598152,1.0,0.07730328366528105,1.0,0.48245462503687575,1.0,0.5356433029256644,1.0
9684,38,3.5,NE,0.808333333333,1.0,0,0,0,0,0,0,0,1,1,0,-0.06,-0.24820455459959445,-1.0,0.1469613101775154,1.0,0.2671671196797658,1.0,0.23123996906279842,1.0
3562,37,3.3,NE,0.776785714286,1.0,0,0,0,0,0,0,0,1,0,1,0.73,-0.3555090484001854,1.0,0.1678199975652171,1.0,0.21928757085213002,1.0,0.13112992582339045,1.0
7286,39,2.1,FW,0.6875,1.0,0,0,1,0,0,0,0,0,0,1,-0.11,1.5222250809395659,-1.0,-0.19718865970408728,-1.0,-0.6650956954251142,-1.0,-0.12319250601535847,-1.0
130,34,2.9,MS,0.70119047619,1.0,0,0,0,0,0,0,0,1,0,1,-0.25,0.4348300763476958,-1.0,0.014187692435280022,1.0,0.03411356531929721,1.0,-0.11238238910513676,-1.0
10023,36,3.4,GL,0.77380952381,1.0,0,0,0,0,0,0,0,1,0,1,0.07,-0.4187105970702205,1.0,0.18010560928038663,1.0,0.210488270756513,1.0,0.11624660476852622,1.0
9136,37,2.9,SE,0.73869047619,1.0,0,0,0,0,0,0,0,1,0,1,0.34,0.8629550686617042,1.0,-0.06903459454680454,-1.0,0.12855836785442643,1.0,0.017494296243999674,1.0
4880,35,2.8,FW,0.704166666667,0.0,0,0,0,0,0,0,0,1,0,1,1.34,0.3803984435747201,1.0,0.024768539255391728,1.0,0.042912865414914236,1.0,-0.09749906805027253,-1.0
21664,24,3.0,SE,0.585714285714,1.0,0,0,1,0,0,0,0,0,0,1,-1.68,-0.41869176967291677,-1.0,0.18010194946353486,1.0,-0.9331790013559274,-1.0,-0.5168957662074105,-1.0
4918,37,2.8,SE,0.729166666667,1.0,0,0,0,0,0,0,0,1,0,1,1.51,1.027235339176261,1.0,-0.10096867936713046,-1.0,0.10587606710500008,1.0,-0.010914611150848241,-1.0
18039,46,3.5,NE,0.908333333333,1.0,0,0,0,0,0,0,0,1,1,0,0.94,-0.554333362743721,1.0,0.20646902400462147,1.0,0.5190199264401105,1.0,0.5775777966604951,1.0
